Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Ameritania at Times Square,New-York,1065.0,7.7,4,3814.0,9.4,7.9,8.4,8.0,7.5,7.6,7.9,0.9,0.15,9.0,4.0,6,False
Selina Chelsea,New-York,964.0,7.0,4,237.0,8.4,7.6,8.4,7.6,7.1,7.3,8.5,1.6,0.5,11.0,3.0,1,True
Sixty LES,New-York,1488.0,7.2,4,1070.0,8.3,8.0,7.8,8.0,7.1,7.6,7.8,2.0,0.3,11.0,5.0,2,True
Washington Square ,New-York,1043.0,8.2,4,553.0,9.6,8.5,9.0,8.6,7.8,7.9,8.7,1.3,0.2,12.0,6.0,7,False
Aloft Manhattan Downtown - Financial District,New-York,932.0,7.5,4,1090.0,8.5,7.7,8.1,7.9,7.5,7.5,8.5,0.65,0.1,13.0,7.0,4,True
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,New-York,1453.0,8.6,4,1000.0,9.2,8.9,9.1,8.9,8.2,8.6,8.7,1.4,0.15,14.0,7.0,2,True
Aloft Harlem,New-York,995.0,8.1,4,724.0,8.6,8.4,8.8,8.4,7.8,8.2,8.5,3.5,0.2,8.0,6.0,5,True
Four Points by Sheraton Manhattan Chelsea,New-York,1157.0,7.1,3,969.0,8.6,7.3,8.0,7.4,7.3,7.0,8.2,0.95,0.15,11.0,7.0,3,False
 Hugo,New-York,1488.0,7.3,4,477.0,8.4,7.9,7.8,7.9,7.0,7.3,8.0,1.6,0.4,13.0,4.0,2,True
 48LEX New York,New-York,1279.0,7.3,4,356.0,8.6,7.8,8.1,8.0,7.0,7.3,6.9,1.3,0.2,9.0,4.0,4,True
 Mulberry,New-York,864.0,8.4,3,347.0,8.9,9.1,9.0,9.0,8.5,8.3,9.7,1.2,0.45,13.0,4.0,2,False
Hilton New York Fashion District,New-York,1262.0,7.3,4,681.0,8.6,7.8,8.2,7.9,6.9,7.3,7.0,1.3,0.2,11.0,7.0,3,False
Canal Loft ,New-York,294.0,6.9,2,735.0,7.7,7.4,7.6,7.4,7.5,6.9,8.4,1.2,0.3,12.0,7.0,1,False
Hilton Garden Inn New York/Tribeca,New-York,1179.0,7.6,4,462.0,8.9,7.8,8.3,7.9,7.4,7.4,7.9,1.2,0.2,13.0,7.0,2,False
11 Howard,New-York,1592.0,7.4,5,335.0,9.0,7.8,7.8,8.2,6.8,7.3,7.2,1.4,0.15,12.0,4.0,1,True
Millennium Premier New York Times Square,New-York,1203.0,6.9,4,1914.0,8.8,7.6,7.7,7.7,7.1,7.2,7.6,1.0,0.3,10.0,8.0,1,True
The  Chelsea,New-York,1613.0,9.3,3,341.0,9.3,9.6,9.3,9.6,8.7,9.1,10.0,1.1,0.1,11.0,5.0,1,True
"The Pierre, A Taj , New York",New-York,3347.0,8.4,5,459.0,9.7,8.9,9.1,9.2,7.4,8.3,8.6,1.3,0.1,8.0,6.0,8,True
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG ",New-York,1089.0,7.0,4,5676.0,8.7,7.2,8.0,7.3,7.2,6.9,8.4,1.2,0.25,11.0,5.0,2,False
Courtyard by Marriott New York Manhattan / Soho,New-York,1307.0,7.9,4,267.0,9.0,8.3,8.7,8.4,7.9,8.0,8.4,1.8,0.1,12.0,7.0,1,True
Da Vinci ,New-York,968.0,7.3,3,626.0,9.4,7.6,8.9,7.5,7.4,6.9,8.4,0.95,0.3,9.0,4.0,3,False
"The Paul  NYC-Chelsea, Ascend Hotel Collection",New-York,745.0,6.8,4,1622.0,8.6,7.4,7.2,7.4,7.1,6.9,7.9,1.3,0.1,10.0,7.0,6,False
Americana Inn,New-York,494.0,7.2,2,618.0,9.2,7.5,8.4,7.3,7.4,6.9,8.237620578778145,0.95,0.3,10.0,4.0,2,False
The Flat NYC,New-York,646.0,8.1,3,440.0,9.6,8.3,9.3,8.2,8.1,7.9,8.9,1.4,0.2,11.0,4.0,2,False
Smyth Tribeca,New-York,1838.0,8.4,4,250.0,9.1,9.0,9.2,9.1,7.8,8.3,9.2,0.6,0.03,13.0,9.0,2,True
Loews Regency New York ,New-York,2077.0,8.3,5,151.0,9.4,8.8,8.9,8.9,7.6,8.4,8.3,1.4,0.2,8.0,4.0,2,True
 on Rivington,New-York,1235.0,7.4,4,416.0,8.5,7.9,8.3,7.8,6.9,7.2,7.1,1.8,0.15,12.0,9.0,2,False
Courtyard New York Manhattan/Midtown East,New-York,1384.0,8.2,4,1071.0,9.2,8.5,8.6,8.5,7.9,8.0,8.7,1.3,0.1,8.0,7.0,2,False
