Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Renaissance Atlanta Midtown ,Atlanta,924.0,8.2,4,307.0,9.0,8.8,8.7,8.8,7.8,8.7,7.904301075268817,1.1,0.25,14.0,6.0,1.0,True
Hyatt House Atlanta Perimeter Center,Atlanta,502.0,9.1,3,1188.0,9.2,9.5,9.3,9.5,9.1,9.4,9.2,8.0,0.1,6.0,4.0,1.0,True
Residence Inn Atlanta Perimeter Center Dunwoody,Atlanta,701.0,9.4,3,75.0,9.6,9.8,9.5,9.7,9.1,9.7,5.0,11.0,1.5,7.0,6.0,1.0,True
Hilton Garden Inn Atlanta Midtown,Atlanta,464.0,6.3,3,474.0,7.8,7.4,7.6,7.4,6.4,6.9,6.8,1.0,0.4,13.0,5.0,1.0,True
Emory Conference Center ,Atlanta,838.0,8.3,4,212.0,9.1,8.6,9.0,8.8,7.7,8.3,8.8,4.7,4.0,9.0,9.0,2.0,False
Hampton Inn & Suites by Hilton Atlanta Perimeter Dunwoody,Atlanta,513.0,8.9,3,621.0,9.3,9.2,9.1,9.3,8.8,9.0,8.1,11.0,1.2,7.0,7.0,2.0,True
Doubletree By Hilton Atlanta Perimeter Dunwoody,Atlanta,539.0,7.8,3,1583.0,8.4,8.3,8.2,8.4,8.1,8.2,7.6,11.0,2.6,4.9,6.0,2.0,True
Residence Inn Atlanta Midtown 17th Street,Atlanta,425.0,7.4,3,232.0,8.5,8.1,8.0,8.1,7.4,7.7,7.904301075268817,1.2,0.3,12.0,7.0,1.0,True
Embassy Suites by Hilton Atlanta Airport,Atlanta,650.0,8.4,3,459.0,8.9,8.7,8.9,8.8,8.3,8.7,8.3,0.015,2.2,3.5,8.0,1.0,False
The St. Regis Atlanta,Atlanta,2023.0,8.7,5,33.0,9.3,9.2,9.3,9.2,8.0,8.9,6.9,6.0,1.7,9.0,7.0,1.0,True
La Quinta by Wyndham Atlanta Ballpark/Galleria,Atlanta,477.0,7.7,3,633.0,8.7,8.2,8.6,8.2,7.9,7.8,7.6,9.0,11.0,17.0,9.0,2.0,True
Fairfield Inn & Suites by Marriott Atlanta Downtown,Atlanta,409.0,6.6,3,1010.0,6.6,7.4,7.8,7.5,6.9,7.0,7.1,0.7,0.1,13.0,8.0,1.0,False
Aloft Atlanta Downtown,Atlanta,631.0,7.2,3,866.0,8.5,7.8,8.1,7.8,7.3,7.5,7.7,0.65,0.4,14.0,7.0,1.0,True
Courtyard by Marriott Atlanta Midtown,Atlanta,893.0,8.8,3,161.0,9.3,9.3,8.8,9.4,8.3,9.0,8.6,1.3,0.25,14.0,5.0,1.0,False
"Epicurean Atlanta, Autograph Collection",Atlanta,848.0,8.1,4,24.0,9.2,9.3,8.9,9.2,7.5,9.2,10.0,1.5,0.45,13.0,5.0,2.0,True
"Glenn , Autograph Collection",Atlanta,756.0,8.9,3,217.0,9.4,9.4,9.4,9.3,8.5,9.0,8.1,0.6,0.4,14.0,6.0,2.0,False
"Holiday Inn Express & Suites Atlanta Perimeter Mall , an IHG Hotel",Atlanta,406.0,8.2,2,1259.0,8.8,8.7,8.6,8.7,8.5,8.5,8.4,9.0,1.2,7.0,4.0,2.0,False
"Ellis , Atlanta, a Tribute Portfolio Hotel",Atlanta,631.0,8.0,4,227.0,8.7,8.4,9.0,8.5,7.8,8.3,8.3,0.6,0.15,14.0,7.0,1.0,True
"Inn at the Peachtrees, Ascend  Collection",Atlanta,362.0,5.3,3,947.0,7.3,6.0,7.0,6.1,5.8,5.6,6.9,0.85,0.3,15.0,4.0,3.0,False
Barclay  Atlanta Downtown,Atlanta,409.0,4.7,3,1115.0,7.6,5.4,7.0,5.5,5.6,5.1,6.5,0.65,0.3,14.0,7.0,1.0,False
AC  Atlanta Downtown,Atlanta,684.0,8.2,3,1839.0,8.9,8.8,8.7,8.8,8.2,8.6,8.2,0.5,0.3,14.0,7.0,1.0,True
Homewood Suites by Hilton Atlanta - Buckhead,Atlanta,464.0,8.3,3,412.0,9.2,8.6,8.8,8.8,8.6,8.6,8.6,7.0,1.3,8.0,7.0,1.0,True
Clarion Inn & Suites Atlanta Downtown,Atlanta,374.0,6.9,3,1062.0,8.0,7.4,8.1,7.4,7.1,7.1,7.6,1.7,0.75,13.0,6.0,1.0,True
"Hampton Inn & Suites Atlanta-Midtown, Ga",Atlanta,629.0,8.7,3,1021.0,9.2,9.3,9.0,9.3,8.6,9.1,8.4,1.4,0.1,13.0,8.0,1.0,True
Hampton Inn Atlanta-Buckhead,Atlanta,379.0,8.0,3,973.0,8.9,8.3,8.5,8.4,8.2,8.1,8.0,6.0,0.55,7.0,6.0,1.0,False
Home2 Suites by Hilton Atlanta Downtown,Atlanta,611.0,7.8,3,763.0,8.4,8.2,8.4,8.3,7.8,8.0,8.0,0.65,0.35,14.0,6.0,2.0,True
Sheraton Atlanta,Atlanta,684.0,7.5,4,2250.0,8.3,8.0,8.2,8.0,7.5,7.7,7.904301075268817,0.85,0.35,14.0,7.0,2.0,True
"Holiday Inn & Suites Atlanta Perimeter Dunwoody, an IHG ",Atlanta,492.0,8.6,3,90.0,9.1,9.2,8.7,9.2,8.9,9.0,7.5,11.0,2.8,4.9,7.0,2.0,True
Radisson  Atlanta Airport,Atlanta,513.0,7.9,3,2019.0,8.3,8.6,8.4,8.5,8.1,8.3,8.6,14.0,1.4,2.9,7.0,4.0,False
Courtyard by Marriott Atlanta Vinings/Galleria,Atlanta,1130.0,9.0,3,1106.0,9.3,9.3,9.1,9.3,9.0,9.2,9.1,8.0,10.0,16.0,6.0,1.0,False
AC  by Marriott Atlanta Midtown,Atlanta,692.0,8.7,4,181.0,9.3,9.2,9.0,9.1,8.5,9.0,8.2,1.3,0.35,13.0,9.0,2.0,True
Embassy Suites by Hilton Atlanta at Centennial Olympic Park,Atlanta,760.0,8.0,3,2200.0,9.1,8.4,8.7,8.4,7.8,8.3,7.904301075268817,0.7,0.6,14.0,6.0,2.0,True
La Quinta by Wyndham Atlanta Airport North,Atlanta,435.0,7.4,3,5307.0,8.5,7.9,8.2,7.9,7.7,7.6,7.9,12.0,2.1,2.2,4.0,3.0,True
Homewood Suites Atlanta Midtown,Atlanta,457.0,6.3,3,140.0,7.6,7.0,7.4,7.1,6.5,6.6,6.1,1.0,0.4,13.0,5.0,1.0,True
Moxy Atlanta Midtown,Atlanta,646.0,7.7,4,255.0,8.9,8.7,8.4,8.8,7.7,8.3,8.6,1.3,0.35,13.0,9.0,2.0,True
Hyatt Regency Atlanta Perimeter at Villa Christina,Atlanta,504.0,8.5,4,1833.0,8.9,8.9,8.8,8.9,8.5,8.8,8.3,9.0,0.85,6.0,7.0,1.0,True
Microtel Inn & Suites by Wyndham Atlanta Buckhead Area,Atlanta,378.0,7.3,2,700.0,7.9,8.1,8.0,8.1,7.6,7.5,7.6,4.7,2.3,6.0,5.0,2.0,False
Hampton Inn & Suites Atlanta-Downtown,Atlanta,785.0,7.7,3,300.0,8.9,8.4,8.1,8.5,7.6,8.1,7.904301075268817,0.6,0.2,14.0,6.0,1.0,True
Courtyard by Marriott Atlanta Airport South/Sullivan Road,Atlanta,453.0,7.9,3,242.0,8.4,8.5,8.5,8.8,7.9,8.3,10.0,14.0,2.1,3.1,7.0,1.0,False
" Colee, Atlanta Buckhead, Autograph Collection",Atlanta,862.0,7.8,4,406.0,9.1,8.6,8.6,8.6,7.9,8.3,8.0,6.0,0.15,7.0,6.0,2.0,True
Home2 Suites by Hilton Atlanta Midtown,Atlanta,470.0,7.4,3,338.0,8.6,8.0,8.5,8.0,7.5,7.7,7.9,1.0,0.1,13.0,4.0,1.0,True
Residence Inn Atlanta Downtown,Atlanta,639.0,7.8,3,306.0,8.4,8.6,8.7,8.5,7.9,8.1,8.7,0.6,0.25,14.0,9.0,2.0,True
Embassy Suites by Hilton Atlanta Perimeter Center,Atlanta,526.0,8.5,4,1729.0,9.0,9.0,8.6,8.9,8.5,8.8,7.904301075268817,11.0,0.4,7.0,7.0,2.0,False
Thompson Buckhead,Atlanta,1153.0,8.8,5,37.0,8.9,9.5,9.2,9.4,8.5,9.1,9.2,5.0,1.3,8.0,5.0,1.0,True
Hyatt Place Atlanta Airport North,Atlanta,471.0,7.0,3,803.0,8.2,7.7,8.2,7.6,7.2,7.3,8.4,11.0,2.1,2.6,7.0,1.0,True
Courtyard by Marriott Perimeter Center,Atlanta,491.0,8.7,3,307.0,9.1,8.9,9.1,8.9,8.6,8.9,7.5,10.0,0.75,7.0,7.0,1.0,False
Sheraton Atlanta Perimeter North,Atlanta,405.0,8.1,4,771.0,8.7,8.6,8.6,8.7,8.3,8.3,8.4,9.0,1.3,7.0,7.0,2.0,False
Sonesta ES Suites Atlanta Perimeter Center,Atlanta,390.0,8.5,3,650.0,9.2,8.8,9.0,8.8,8.6,8.8,8.6,11.0,0.65,7.0,9.0,2.0,True
AC  By Marriott Atlanta Perimeter,Atlanta,553.0,9.0,4,162.0,9.3,9.1,9.1,9.2,8.7,9.1,8.2,11.0,0.9,7.0,5.0,1.0,False
Fairfield Inn & Suites Atlanta Airport North,Atlanta,495.0,8.2,3,461.0,8.8,8.7,9.1,8.8,8.4,8.5,7.9,11.0,1.9,2.8,7.0,1.0,False
Best Western Plus Atlanta Airport East,Atlanta,383.0,7.4,3,1700.0,8.1,7.8,8.3,7.8,7.5,7.6,8.2,9.0,4.8,3.4,7.0,2.0,False
Hilton Garden Inn Atlanta Perimeter Center,Atlanta,411.0,8.0,3,626.0,8.6,8.6,8.4,8.6,8.2,8.4,8.1,9.0,0.75,6.0,7.0,1.0,False
" Indigo Atlanta Vinings, an IHG Hotel",Atlanta,880.0,8.3,3,738.0,9.1,8.7,9.0,8.7,8.5,8.5,7.8,8.0,10.0,16.0,7.0,5.0,True
"Country Inn & Suites by Radisson, Atlanta Airport South, GA",Atlanta,289.0,6.3,3,3585.0,7.3,6.8,7.7,6.8,6.7,6.5,7.4,0.015,2.8,3.2,4.0,1.0,False
Courtyard by Marriott Atlanta Downtown,Atlanta,739.0,7.9,3,746.0,8.3,8.4,8.4,8.4,7.8,8.1,7.8,0.65,0.15,14.0,7.0,2.0,False
SpringHill Suites by Marriott Atlanta Downtown,Atlanta,769.0,8.2,3,1129.0,8.9,8.7,8.7,8.7,8.2,8.6,8.5,1.2,0.7,15.0,5.0,1.0,False
JW Marriott Atlanta Buckhead,Atlanta,893.0,8.6,5,402.0,9.3,9.1,9.1,9.1,8.3,8.9,7.904301075268817,6.0,0.2,6.0,7.0,1.0,False
