Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Aloft Dallas Love Field,Dallas,814,8.1,3,279,8.9,8.7,8.8,8.8,8.3,8.6,7.6,6,2.1,2.3,7.0,8,False
Sonesta Select Dallas Central Expressway,Dallas,356,8.4,3,872,8.7,8.9,8.8,8.9,8.7,8.6,8.2,5,3.8,9,9.0,2,True
Embassy Suites by Hilton Dallas Market Center,Dallas,507,7.5,3,765,8.4,8.1,8.4,8.0,7.7,7.5,,4.7,450,4.3,9.0,2,True
La Quinta by Wyndham Dallas - Richardson,Dallas,406,7.5,3,596,7.7,8.1,7.9,8.2,7.9,8.0,7.7,7,6,8,4.0,1,False
Embassy Suites by Hilton Dallas Near the Galleria,Dallas,418,7.3,3,374,8.5,8.0,8.1,7.9,7.5,7.5,7.1,9,11,3.8,6.0,1,True
Sleep Inn Dallas Love Field-Medical District,Dallas,294,7.7,3,978,7.9,8.1,8.2,8.2,8.2,8.0,7.7,8,3.8,3.6,6.0,2,False
Residence Inn By Marriott Dallas By The Galleria,Dallas,649,8.9,3,262,9.0,9.1,8.9,9.1,8.7,9.0,9.1,8,10,4.9,7.0,2,True
Fairfield Inn & Suites Dallas Park Central,Dallas,231,7.5,3,235,7.6,7.9,8.5,8.1,7.7,7.7,2.5,6,4.1,11,7.0,1,False
DoubleTree by Hilton  Dallas - Love Field,Dallas,727,8.9,3,121,9.4,9.2,9.5,9.3,8.8,9.1,8.9,6,2.9,1.9,6.0,1,False
Element Dallas Love Field,Dallas,965,8.0,4,109,8.9,8.7,8.6,8.7,8.0,8.5,8.0,6,2.1,2.3,7.0,8,True
"Studio 6-Dallas, TX",Dallas,240,8.3,2,436,8.3,8.5,8.8,8.5,8.4,8.4,8.4,11,2.7,4.6,4.0,1,True
Comfort Inn & Suites North Dallas-Addison,Dallas,222,7.8,3,541,8.7,8.2,8.4,8.3,8.1,7.8,8.6,10,9,3.5,6.0,1,False
Courtyard Dallas Medical Market Center,Dallas,492,7.8,3,171,8.6,8.3,8.5,8.3,7.8,8.0,6.7,2.8,600,6,7.0,2,False
Sleep Inn Dallas Northwest - Irving,Dallas,250,8.9,2,74,8.7,9.4,9.1,9.2,9.3,9.2,9.5,12,3.8,8,7.0,1,False
"The Statler Dallas, Curio Collection By Hilton",Dallas,961,8.2,4,260,8.7,8.8,8.7,8.9,8.0,8.7,8.8,"1,000",1.2,9,4.0,1,True
MainStay Suites Dallas Northwest - Irving,Dallas,377,9.1,2,46,8.6,9.3,9.1,9.1,9.0,9.3,6.3,12,3.8,8,7.0,1,False
Residence Inn Dallas Addison/Quorum Drive,Dallas,426,8.6,3,263,9.2,8.8,9.0,8.7,8.6,8.7,7.9,10,10,2.2,9.0,2,False
Sonesta ES Suites Dallas Central Expressway,Dallas,304,7.6,3,252,8.4,8.0,8.5,8.1,8.0,7.9,7.9,5,4,9,9.0,2,True
Dallas Marriott Downtown,Dallas,"1,439",8.3,4,162,8.9,8.8,8.7,8.7,8.0,8.5,8.4,950,1.7,8,7.0,2,True
Extended Stay America Suites - Dallas - Greenville Avenue,Dallas,237,6.0,2,220,6.8,6.8,7.5,6.7,6.6,6.4,6.0,6,4.1,11,6.0,1,True
OYO Townhouse Dallas Love Field Airport,Dallas,213,5.9,2,"1,190",6.6,6.8,6.5,6.7,6.8,6.5,6.8,10,2.7,3.9,4.0,1,False
"Holiday Inn Express & Suites North Dallas at Preston, an IHG ",Dallas,356,6.4,3,516,8.0,7.0,7.8,7.1,6.7,6.7,6.5,7,8,6,4.0,1,False
Hyatt House Dallas Lincoln Park,Dallas,388,7.8,3,271,8.9,8.2,8.5,8.4,8.0,8.2,7.2,7,4.3,8,6.0,1,True
Wingate by Wyndham Dallas Love Field,Dallas,377,7.6,3,379,8.0,8.2,7.9,8.2,8.1,8.1,8.8,8,3.9,2.9,7.0,2,False
Fairfield Inn & Suites by Marriott Dallas West/I-30,Dallas,357,8.8,3,299,9.0,9.1,9.0,9.1,8.8,8.9,9.0,8,6,10,6.0,1,False
Rosewood Mansion on Turtle Creek,Dallas,"2,147",9.4,4,91,9.6,9.9,9.8,10.0,8.8,9.6,10,2.4,1.6,6,4.0,3,True
Marriott Dallas Uptown,Dallas,"1,237",8.7,4,56,9.2,9.1,9.1,9.0,8.2,9.2,,1.8,1.2,7,5.0,1,True
Quality Inn & Suites I-35 E/Walnut Hill,Dallas,216,6.0,2,348,6.6,6.8,7.1,6.9,6.7,6.3,7.6,11,3.7,6,4.0,2,False
Sonesta Simply Suites Dallas Galleria,Dallas,257,7.5,3,265,8.4,8.1,7.8,8.2,8.0,7.8,6.7,8,11,3.9,5.0,2,True
Dallas-Addison Marriott Quorum by the Galleria,Dallas,639,7.8,4,136,8.8,8.5,8.7,8.4,8.0,8.3,,10,10,2.3,7.0,1,False
Hawthorn Suites Dallas Love Field,Dallas,289,5.9,3,673,7.0,6.5,7.6,6.6,6.6,6.3,6.2,7,2.6,3.4,6.0,2,True
W Dallas - Victory,Dallas,"1,295",7.3,4,187,8.8,8.3,8.0,8.5,6.7,7.8,,1.1,300,8,7.0,2,True
 Crescent Court,Dallas,"1,561",9.0,5,204,9.7,9.4,9.2,9.4,8.7,9.3,9.4,1.6,900,7,4.0,4,True
"Hampton Inn & Suites Dallas I-30 Cockrell Hill, Tx",Dallas,414,8.3,2,64,8.6,8.7,8.7,8.8,8.1,8.6,5.0,8,6,10,8.0,3,False
Comfort Suites North Dallas,Dallas,226,7.3,3,545,7.6,7.7,8.1,7.8,7.7,7.5,7.9,7,6,8,4.0,2,False
Residence Inn by Marriott Dallas at The Canyon,Dallas,601,9.1,3,83,9.4,9.3,9.2,9.4,9.1,9.2,8.8,6,5,9,7.0,1,True
Comfort Suites West Dallas-Cockrell Hill,Dallas,367,7.8,3,210,8.3,8.1,8.4,8.3,7.9,8.1,7.1,8,6,10,4.0,2,False
"Motel 6-Dallas, TX - Northwest",Dallas,213,7.1,2,387,7.6,7.6,7.9,7.7,7.8,7.4,8.2,10,2.9,3.7,4.0,1,True
Comfort Inn & Suites Dallas Medical-Market Center,Dallas,321,7.1,3,402,8.0,7.8,8.1,7.8,7.6,7.3,9.0,5,"1,000",4.1,6.0,1,False
Comfort Inn & Suites Love Field – Dallas Market Center,Dallas,286,7.4,3,932,7.8,7.8,8.0,7.9,7.8,7.5,7.7,7,2.8,3.7,8.0,1,False
"Motel 6-Dallas, TX - South",Dallas,199,6.0,2,394,6.7,6.6,6.7,6.6,6.7,6.4,5.6,10,6,4.6,4.0,1,True
