Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Moxy San Diego Gaslamp Quarter,San-Diego,910.0,8.6,4,727.0,9.2,9.1,9.2,8.9,8.4,8.8,9.1,1.5,1.1,3.7,6.0,1,False
SpringHill Suites by Marriott San Diego Mission Valley,San-Diego,1027.0,8.6,3,354.0,8.9,9.1,9.0,9.0,8.3,9.0,8.8,4.3,6.0,7.0,9.0,1,True
Kings Inn,San-Diego,414.0,8.1,3,2193.0,8.6,8.5,8.9,8.5,8.3,8.2,8.4,3.4,2.3,3.2,4.0,2,False
TownePlace Suites by Marriott San Diego Downtown,San-Diego,993.0,8.2,3,542.0,8.4,8.8,8.6,8.8,8.1,8.5,8.9,1.4,1.1,3.3,7.0,2,True
Best Western Cabrillo Garden Inn,San-Diego,1061.0,8.0,3,353.0,8.6,8.4,8.8,8.3,7.6,7.9,7.8,1.5,1.3,3.6,7.0,2,False
Surfer Beach ,San-Diego,822.0,7.3,3,512.0,9.5,7.3,8.9,7.6,7.0,6.9,7.8,7.0,4.2,9.0,5.0,4,True
Grande Colonial La Jolla,San-Diego,924.0,8.9,4,213.0,9.7,9.3,9.3,9.3,8.1,8.9,9.2,9.0,4.8,15.0,5.0,2,False
La Pensione ,San-Diego,684.0,8.3,3,609.0,9.6,8.6,9.0,8.8,8.2,8.2,8.2,1.3,0.75,2.4,4.0,3,False
The Sofia ,San-Diego,1312.0,7.6,4,478.0,8.7,7.9,8.6,8.1,7.1,7.6,8.118243243243233,1.1,0.45,3.2,4.0,2,True
Old Town Inn,San-Diego,704.0,8.6,2,3033.0,8.5,9.0,9.4,8.9,8.8,8.7,8.4,2.6,0.4,2.3,6.0,2,True
San Diego Marriott Gaslamp Quarter,San-Diego,975.0,7.9,4,678.0,9.2,8.5,8.5,8.5,7.5,8.1,8.118243243243233,1.8,1.4,4.1,7.0,2,False
Pendry San Diego,San-Diego,1298.0,8.8,5,275.0,9.5,9.4,9.2,9.4,8.1,9.2,9.4,1.7,1.3,4.0,4.0,1,True
Hilton San Diego Bayfront,San-Diego,1052.0,8.0,4,1393.0,9.0,8.6,8.4,8.7,7.4,8.4,7.0,2.0,1.8,4.5,7.0,1,True
Best Western PLUS Island Palms  & Marina,San-Diego,629.0,8.4,3,837.0,9.4,8.7,8.9,8.6,8.2,8.5,8.2,4.7,5.0,2.4,7.0,1,False
Andaz San Diego - a Concept by Hyatt,San-Diego,1010.0,8.0,5,435.0,8.5,8.5,8.8,8.6,7.5,8.3,7.7,1.5,1.1,3.8,6.0,4,True
Ramada by Wyndham near SeaWorld / Mission Beach,San-Diego,515.0,7.0,2,602.0,7.9,7.5,7.8,7.6,7.1,7.1,7.4,4.5,1.7,3.4,3.0,3,False
The Bristol  San Diego,San-Diego,849.0,7.9,4,1403.0,8.6,8.4,8.4,8.4,7.8,8.1,8.3,1.2,0.55,3.2,8.0,2,False
Beach Haven,San-Diego,787.0,8.2,2,318.0,9.3,8.6,9.1,8.7,8.3,8.3,8.5,8.0,4.1,10.0,4.0,1,False
Courtyard by Marriott San Diego Gaslamp/Convention Center,San-Diego,976.0,8.3,3,241.0,9.2,8.7,8.9,8.7,8.0,8.4,8.118243243243233,1.7,1.3,4.0,7.0,1,False
Courtyard by Marriott San Diego Downtown,San-Diego,1106.0,8.4,4,622.0,8.5,8.8,8.9,8.8,8.0,8.5,8.0,1.3,0.95,3.6,7.0,2,False
DoubleTree by Hilton San Diego Del Mar,San-Diego,761.0,7.3,3,1538.0,8.2,7.9,8.2,7.9,7.2,7.6,8.0,8.0,3.9,22.0,7.0,2,True
Tower 23 ,San-Diego,1336.0,9.1,4,215.0,9.7,9.3,9.5,9.4,8.0,9.2,8.1,7.0,4.2,9.0,4.0,2,False
Hampton Inn San Diego Downtown,San-Diego,1068.0,8.0,3,2156.0,9.0,8.4,8.6,8.5,7.8,8.1,8.1,1.7,0.55,2.3,10.0,2,False
Homewood Suites by Hilton San Diego Airport-Liberty Station,San-Diego,945.0,8.7,3,317.0,9.3,9.1,9.2,9.0,8.3,8.9,8.0,3.8,3.3,2.4,6.0,2,True
Hilton San Diego Airport/Harbor Island,San-Diego,1008.0,8.3,3,1249.0,9.2,8.9,8.7,8.8,8.0,8.6,8.2,3.5,3.5,2.0,7.0,6,True
Courtyard by Marriott San Diego Mission Valley/ Circle,San-Diego,1017.0,7.9,3,1425.0,8.6,8.3,8.3,8.3,7.6,8.0,7.5,3.1,3.0,3.7,7.0,2,False
The Westin San Diego Bayview,San-Diego,845.0,7.9,4,378.0,8.7,8.4,8.5,8.4,7.5,8.2,9.1,1.7,0.2,3.0,6.0,1,True
Sheraton San Diego  & Marina,San-Diego,787.0,7.7,4,1349.0,8.9,8.2,8.4,8.2,7.2,8.0,8.118243243243233,3.0,2.9,950.0,7.0,5,True
Horton Grand ,San-Diego,921.0,8.1,4,1671.0,9.3,8.5,8.6,8.5,7.8,8.1,7.9,1.5,1.1,3.8,4.0,1,True
Fairmont Grand Del Mar,San-Diego,2779.0,9.1,5,62.0,9.4,9.4,9.2,9.6,8.0,9.5,9.2,6.0,4.8,22.0,6.0,12,True
" Republic San Diego, Autograph Collection",San-Diego,924.0,8.3,4,559.0,8.8,8.9,8.7,8.9,7.9,8.5,8.118243243243233,1.5,0.3,2.9,7.0,2,True
"The Monsaraz San Diego, Tapestry Collection By Hilton",San-Diego,698.0,8.2,4,217.0,8.4,9.1,8.5,9.0,7.9,8.7,8.118243243243233,4.3,4.3,3.5,7.0,1,True
Hampton Inn & Suites San Diego Airport Liberty Station,San-Diego,1079.0,8.9,3,934.0,9.3,9.2,9.2,9.3,8.4,9.1,8.5,3.7,3.1,2.0,6.0,2,False
The Shoal  La Jolla Beach,San-Diego,739.0,8.3,2,781.0,9.2,8.8,9.1,8.8,8.3,8.3,8.8,9.0,6.0,14.0,4.0,3,False
Best Western Seven Seas,San-Diego,584.0,6.9,3,1425.0,8.1,7.4,7.7,7.4,7.1,7.2,7.6,3.1,3.2,3.9,7.0,2,False
Courtyard San Diego Airport/Liberty Station,San-Diego,923.0,8.7,3,627.0,9.3,9.0,9.2,9.1,8.5,9.0,7.9,3.8,3.1,2.4,7.0,1,False
Wyndham Garden San Diego,San-Diego,512.0,6.8,3,1018.0,7.7,7.5,7.9,7.5,7.1,7.0,7.6,4.7,1.5,3.3,5.0,2,False
"Carte  San Diego Downtown, Curio Collection By Hilton",San-Diego,794.0,8.4,4,312.0,8.9,9.1,8.7,9.1,8.1,8.8,8.8,1.1,0.45,2.8,5.0,1,True
DoubleTree by Hilton San Diego-Mission Valley,San-Diego,1016.0,7.5,4,628.0,8.4,8.0,8.3,8.1,7.2,7.8,8.118243243243233,3.9,4.1,5.0,6.0,2,True
Embassy Suites by Hilton San Diego La Jolla,San-Diego,996.0,8.6,3,867.0,9.0,8.8,8.9,8.9,8.1,8.7,8.118243243243233,7.0,0.5,16.0,7.0,6,True
Pacific View Inn,San-Diego,1124.0,7.7,2,412.0,9.6,8.2,8.9,8.3,7.7,7.8,9.3,8.0,4.2,10.0,6.0,1,False
Hampton Inn San Diego/Del Mar,San-Diego,592.0,8.4,3,879.0,8.7,8.8,9.1,8.8,8.2,8.6,8.8,8.0,3.9,22.0,8.0,3,True
Four Points by Sheraton San Diego,San-Diego,677.0,7.5,3,205.0,8.2,8.2,8.6,8.0,7.5,7.7,7.3,8.0,6.0,10.0,7.0,2,False
Humphreys Half Moon Inn,San-Diego,891.0,8.4,3,797.0,9.2,8.5,8.9,8.5,7.8,8.5,8.0,4.8,4.8,2.5,5.0,1,False
Sheraton La Jolla,San-Diego,1130.0,7.7,3,554.0,8.4,8.3,8.4,8.3,7.4,7.9,8.3,6.0,0.45,16.0,7.0,1,False
La Quinta by Wyndham San Diego SeaWorld/Zoo Area,San-Diego,418.0,6.2,3,3269.0,7.7,6.8,7.4,6.9,6.6,6.5,7.3,3.7,4.0,4.6,4.0,2,True
Empress  La Jolla,San-Diego,1014.0,8.2,3,380.0,9.4,8.6,8.9,8.7,7.9,8.1,7.9,9.0,4.9,15.0,8.0,2,True
Glorietta Bay Inn,San-Diego,1388.0,8.0,3,416.0,9.5,8.3,9.0,8.3,7.3,7.9,7.5,3.7,4.0,3.7,6.0,1,False
"Kimpton Alma San Diego, an IHG ",San-Diego,1131.0,7.8,5,31.0,7.4,8.2,8.3,8.0,6.9,7.6,8.118243243243233,1.3,0.9,3.5,7.0,2,True
"Hilton Garden Inn San Diego Downtown/Bayside, CA",San-Diego,1679.0,8.0,4,937.0,8.9,8.6,8.5,8.7,7.7,8.3,6.6,1.7,1.1,2.0,6.0,2,True
Sea Harbor  - San Diego,San-Diego,584.0,7.8,2,150.0,8.8,8.5,8.3,8.4,7.4,8.2,7.8,4.6,4.5,3.2,4.0,2,False
The Wayfarer San Diego,San-Diego,1234.0,8.4,4,1244.0,9.6,8.7,9.1,8.7,7.7,8.4,8.0,7.0,4.2,9.0,7.0,2,False
San Diego Marriott La Jolla,San-Diego,986.0,7.7,3,224.0,8.7,8.4,8.6,8.4,7.5,8.1,8.118243243243233,6.0,0.25,16.0,7.0,2,False
Porto Vista  In Little Italy,San-Diego,548.0,6.2,3,1429.0,8.7,6.7,7.4,6.8,6.3,6.3,8.0,1.4,0.9,2.4,6.0,3,True
"Marriott Vacation Club Pulse, San Diego",San-Diego,728.0,8.8,3,509.0,8.6,9.2,9.2,9.3,8.6,9.0,8.8,1.5,1.2,3.5,7.0,2,False
Hilton Garden Inn San Diego Mission Valley/Stadium,San-Diego,907.0,7.6,3,1341.0,8.1,8.1,8.3,8.2,7.7,8.0,7.0,6.0,9.0,11.0,7.0,4,True
Hilton Garden Inn San Diego Old Town/Sea World Area,San-Diego,858.0,7.9,3,902.0,8.8,8.5,8.5,8.5,7.7,8.3,8.1,4.8,0.35,2.9,8.0,1,True
La Avenida Inn,San-Diego,1094.0,7.3,3,291.0,9.5,7.8,8.3,7.8,7.4,7.1,9.2,4.0,3.9,3.4,3.0,2,False
Bahia Resort ,San-Diego,1027.0,7.9,3,809.0,9.1,8.2,8.7,8.3,7.4,8.0,8.9,5.0,4.4,7.0,4.0,1,True
TownePlace Suites by Marriott San Diego Central,San-Diego,646.0,8.6,3,113.0,8.8,9.2,9.1,9.2,8.6,9.1,9.1,7.0,7.0,11.0,6.0,2,True
Hampton Inn San Diego Mission Valley,San-Diego,977.0,7.8,3,1123.0,8.5,8.2,8.4,8.2,7.5,8.1,7.3,3.8,1.7,2.9,7.0,2,True
Pacific Terrace ,San-Diego,1466.0,8.9,4,571.0,9.6,9.3,9.5,9.2,8.0,9.0,8.8,8.0,4.2,10.0,4.0,3,False
